,Unnamed: 0,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,career-opportunities-stars,comp-benefit-stars,senior-management-stars,helpful-count,role,is_current_employee,year,month,quarter,earnings_this_quarter,stock_price,incomplete_review
35,36,google,none," Nov 19, 2018",Current Employee - Anonymous Employee,Good place to work,Nice perks. Good work life balance,too slow and too much consensus culture sometimes.,none,5.0,5.0,5.0,5.0,5.0,5.0,1,Anonymous Employee,1,2018,Nov,4,39.275999999999996,1116.47,0
36,37,google,none," Dec 6, 2018",Current Employee - Anonymous Employee,Senior Software Engineer,Good work and life balance,Growth of salaries and career opportunities,none,4.0,5.0,4.0,3.0,4.0,3.0,0,Anonymous Employee,1,2018,Dec,4,39.275999999999996,1116.47,0
37,38,google,"New York, NY"," Dec 6, 2018",Current Employee - Anonymous Employee,Good compensation,Better than average engineers. Competitive compensation.,Big and beurocratic. Lots of legacy systems. Moves slowly.,none,4.0,4.0,3.0,3.0,4.0,3.0,0,Anonymous Employee,1,2018,Dec,4,39.275999999999996,1116.47,0
38,39,google,none," Dec 6, 2018",Current Employee - Anonymous Employee,"Great perks, bad work-life balance","Google’s perks are great: free food, shuttle to work, stock options, fun offices and amenities. The company is also full of really smart people that I’m constantly learning from.","I have zero work-life balance. I work minimum 50 hours per week, often including nights and weekends. The commute is absolutely horrendous. I’m also not a fan of the performance review structure (even though I got good ratings myself). The essays take an insane amount of time to compile and people are often promoted based on how long they’ve been at Google rather than merit.",Restructure performance reviews so that some feedback can be sent anonymously to your manager’s manager. I’ve heard many people say that they are afraid of giving negative reviews to their managers for fear of retaliation.,3.0,2.0,3.0,5.0,5.0,3.0,0,Anonymous Employee,1,2018,Dec,4,39.275999999999996,1116.47,0
39,40,google,"Sunnyvale, CA"," Nov 21, 2018",Current Employee - Anonymous Employee,Best of the best,"The best company I've worked for. Culture, perks, the way people are treated. Very thankful for this experience.","Set hours for breakfast, lunch, dinner.",none,5.0,3.0,5.0,5.0,5.0,4.0,0,Anonymous Employee,1,2018,Nov,4,39.275999999999996,1116.47,0
40,41,google,none," Dec 4, 2018",Current Employee - Anonymous Employee,Manager,Easy place and people are nice,Employee will require muti-tasking to complete the job,none,4.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2018,Dec,4,39.275999999999996,1116.47,1
41,42,google,"Seattle, WA"," Nov 13, 2018",Current Employee - Staff Software Engineer,Hard to beat,"Amazing compensation + benefits (hard to beat in Seattle), office space is cozy. Lots of autonomy. Taking initiative on important things is heavily rewarded.","Growing pains as Google has gone from ~10k to ~100k FTE during my tenure. Processes have mostly scaled, but internal trust and culture have not.",none,5.0,4.0,4.0,5.0,5.0,3.0,2,Staff Software Engineer,1,2018,Nov,4,39.275999999999996,1116.47,0
42,43,google,none," Dec 4, 2018",Former Employee - Anonymous Employee,Big Tech,Never have to skip a paycheck.,Google has an over abundance of technicians and under-abundance of thinkers.,none,3.0,3.0,2.0,3.0,4.0,1.0,0,Anonymous Employee,0,2018,Dec,4,39.275999999999996,1116.47,0
43,44,google,"New York, NY"," Nov 19, 2018",Current Employee - Program Manager,Great place to work,"Ambitious mission, great colleagues, supportive atmosphere.","Everyone is eager to succeed, which can lead to a pretty competitive environment.",none,5.0,5.0,3.0,5.0,4.0,5.0,0,Program Manager,1,2018,Nov,4,39.275999999999996,1116.47,0
44,45,google,"Sunnyvale, CA"," Nov 19, 2018",Current Employee - Software Engineer,Positive Experiences,"Good opportunities for different technical experiences, good work-life balance, good compensation, great coworkers",Difficult to advance depending on which projects you're contributing to,none,5.0,5.0,5.0,4.0,4.0,4.0,0,Software Engineer,1,2018,Nov,4,39.275999999999996,1116.47,0
45,46,google,none," Nov 19, 2018",Former Employee - Anonymous Employee,Great pay,"Great pay, good food, fun employees",There were no cons here,none,5.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,0,2018,Nov,4,39.275999999999996,1116.47,1
46,47,google,"Ann Arbor, MI"," Nov 19, 2018",Former Employee - Associate Account Strategist,Make sure you know what role you're applying for,"Employees, food, benefits, perks, shuttle, basically an all-expenses-paid college.","Company has become way too vertical, performance evaluations are no longer representative and have arbitrary 'unwritten rules' that contradict written rules.","Stop putting people on a bell curve, and recognize that stellar performers are kept via recognition and career momentum.",5.0,4.0,4.0,5.0,5.0,2.0,0,Associate Account Strategist,0,2018,Nov,4,39.275999999999996,1116.47,0
47,48,google,none," Dec 2, 2018",Current Employee - Anonymous Employee,Its Google,"food, shuttle, technology, perks, health, 401K, brand",Great place to work finace is backend though. Its a tech company first.,none,4.0,4.0,4.0,4.0,4.0,3.0,0,Anonymous Employee,1,2018,Dec,4,39.275999999999996,1116.47,0
48,49,google,none," Dec 2, 2018",Current Employee - Anonymous Employee,g,"perks are pretty good, as is culture",work/life balance is generally moderate to poor,none,4.0,2.0,4.0,4.0,5.0,4.0,0,Anonymous Employee,1,2018,Dec,4,39.275999999999996,1116.47,0
